Dates,DRREDDY.NS Y,GLENMARK.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of GLENMARK.NS X,Effective Margin of DRREDDY.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of DRREDDY.NS X,Effective Investment of DRREDDY.NS Y,Multiplier X,Multiplier Y
2023-07-04,5188.39990234375,649.6500244140625,0.826976693901611,167.1273662487638,5021.272536094986,,0.0015756191992046,,,,,,,,,,,,,,,
2023-07-05,5178.35009765625,664.0,0.5991579527916345,120.26071008276722,5058.089387573483,,0.0010707609364987,,,,,,,,,,,,,,,
2023-07-06,5231.7998046875,668.25,0.8257658492991975,164.9633505216798,5066.83645416582,,0.0017542842737532,,,,,,,,,,,,,,,
2023-07-07,5182.5,689.25,0.3022716539567386,60.05836088317119,5122.441639116829,,0.0011560944148711,,,,,,,,,,,,,,,
2023-07-10,5154.9501953125,663.7999877929688,0.5582504199147488,110.51878691934144,5044.431408393159,,0.0014539963344116,,,,,,,,,,,,,,,
2023-07-11,5165.85009765625,670.5999755859375,0.5386503109799051,106.1585483150684,5059.691549341182,,0.0010539191352506,,,,,,,,,,,,,,,
2023-07-12,5189.0,676.6500244140625,0.5878887579346052,115.48918148868232,5073.510818511318,,0.0005675097246211,,,,,,,,,,,,,,,
2023-07-13,5142.4501953125,683.25,0.2806835445844121,54.912872676850384,5087.53732263565,,0.0003062012345189,,,,,,,,,,,,,,,
2023-07-14,5092.0498046875,702.0999755859375,-0.2156900799621998,-42.03739531750762,5134.087200005008,,0.0019957698071696,,,,,,,,,,,,,,,
2023-07-17,5229.75,702.4000244140625,0.5090385757597445,98.93083737571396,5130.819162624286,,0.002597353359991,,,,,,,,,,,,,,,
2023-07-18,5191.0,721.1500244140625,0.0695778014383087,13.46934081796644,5177.530659182034,,0.0025884548850561,,,,,,,,,,,,,,,
2023-07-19,5221.35009765625,720.0999755859375,0.2676893006824989,51.67018351712432,5169.679914139126,,0.00278238874893,,,,,,,,,,,,,,,
2023-07-20,5339.2998046875,740.6500244140625,0.6161403084018647,118.15884588644894,5221.140958801051,,0.0030486164778895,,,,,,,,,,,,,,,
2023-07-21,5288.2001953125,753.1500244140625,0.2090695750137348,39.7875489281023,5248.412646384398,,0.0023180645609527,,,,,,,,,,,,,,,
2023-07-24,5391.7001953125,788.2999877929688,0.2503410439192931,47.50895090594986,5344.19124440655,,0.0023750662443073,,,,,,,,,,,,,,,
2023-07-25,5425.39990234375,784.0499877929688,0.4688744192173895,89.05942338202385,5336.340478961726,,0.0025392572353934,,,,,,,,,,,,,,,
2023-07-26,5475.64990234375,806.2999877929688,0.3934669568986765,74.58462996063645,5401.065272383114,,0.0025614786962361,,,,,,,,,,,,,,,
2023-07-27,5507.0,822.3499755859375,0.3059909767125066,57.91271730178232,5449.087282698218,,0.0026798473757226,,,,,,,,,,,,,,,
2023-07-28,5583.0,798.75,1.0031264284174497,190.4165335530579,5392.583466446942,,0.0034037332608315,,,,,,,,,,,,,,,
2023-07-31,5640.4501953125,787.8499755859375,1.4109946082916074,268.5848041813788,5371.865391131121,,0.0037795065577037,,,,,,,,,,,,,,,
2023-08-01,5667.0498046875,788.2000122070312,1.4962839706854747,285.512606793036,5381.537197894464,,0.0039239713487723,,,,,,,,,,,,,,,
2023-08-02,5660.4501953125,780.6500244140625,1.5244009851408062,291.7840876806404,5368.66610763186,,0.0037830530038799,,,,,,,,,,,,,,,
2023-08-03,5659.5,792.1500244140625,1.3087841045892803,250.7711925126514,5408.728807487349,,0.0033469628516623,,,,,,,,,,,,,,,
2023-08-04,5649.5498046875,803.5499877929688,1.0557112175870214,202.39109942491905,5447.158705262581,,0.0031879955500508,,,,,,,,,,,,,,,
2023-08-07,5630.7001953125,816.0,0.7468585627823018,143.1653194751043,5487.534875837396,,0.0078703256150933,,,,,,,,,,,,,,,
2023-08-08,5657.9501953125,824.8499755859375,0.7306262851915961,140.07188798925927,5517.878307323241,,0.0076028785119782,,,,,,,,,,,,,,,
2023-08-09,5871.0,828.5999755859375,1.724872793830021,331.6830909480923,5539.316909051908,,0.0309803095123787,,,,,,,,,,,,,,,
2023-08-10,5851.14990234375,810.4000244140625,1.835788554637378,354.7205637368861,5496.429338606864,,0.0310894376492688,,,,,,,,,,,,,,,
2023-08-11,5823.0,801.3499755859375,1.7726137955775216,343.7892111482215,5479.2107888517785,,0.0281976671419282,,,,,,,,,,,,,,,
2023-08-14,5823.35009765625,797.6500244140625,1.7809954429807626,346.69356462398537,5476.656533032265,,0.0292703320089474,,,,,,,,,,,,,,,
2023-08-16,5857.85009765625,797.4500122070312,1.9077485999439256,372.8119252786983,5485.038172377552,,0.03548825434301,,,,,,,,,,,,,,,
2023-08-17,5880.64990234375,779.2999877929688,2.2422723819951726,440.7811258201928,5439.868776523557,1.0,0.0446070451612026,,,,,,,,,,,,,,,
2023-08-18,5874.4501953125,766.2000122070312,2.353090229527367,465.33377828281846,5409.1164170296815,,0.0484092099056332,,,,,,,,,,,,,,,
2023-08-21,5910.85009765625,775.0499877929688,2.34071207901987,465.2720057326278,5445.578091923622,,0.0120909604947659,,,,,,,,,,,,,,,
2023-08-22,5925.5498046875,759.0,2.599366320244924,520.673088384754,5404.876716302746,,0.0165878761255939,,,,,,,,,,,,,,,
2023-08-23,5953.35009765625,758.3499755859375,2.6819611641396084,541.055295824849,5412.294801831401,,0.0184415061251239,,,,,,,,,,,,,,,
2023-08-24,5907.14990234375,749.1500244140625,2.5390606884437745,515.8930404008142,5391.256861942936,,0.0167089846758545,,,,,,,,,,,,,,,
2023-08-25,5779.25,739.4500122070312,2.023383109579993,413.072293202732,5366.177706797268,,0.010142319773744,,,,,,,,,,,,,,,
2023-08-28,5775.89990234375,767.1500244140625,1.5431063623745946,315.3906924542007,5460.509209889549,,0.0061294243747274,,,,,,,,,,,,,,,
2023-08-29,5723.7998046875,756.5499877929688,1.431153974323055,293.2830310053696,5430.51677368213,,0.0058656077633583,,,,,,,,,,,,,,,
2023-08-30,5649.75,755.3499755859375,1.0746770898129687,220.4266367777691,5429.323363222231,,0.0036342751807957,,,,,,,,,,,,,,,
2023-08-31,5607.85009765625,766.8499755859375,0.681680959786578,139.70137112907287,5468.148726527177,,0.0030419520594147,,,,,,,,,,,,,,,
2023-09-01,5578.5498046875,757.0499877929688,0.6886549213055393,141.14420968367176,5437.405595003828,,0.0030162426676718,,,,,,,,,,,,,,,
2023-09-04,5659.4501953125,761.5,1.0014506830776264,205.24520926979585,5454.204986042704,,0.0090706722421275,,,,,,,,,,,,,,,
2023-09-05,5578.89990234375,791.75,0.127929149265376,26.145343781282463,5552.754558562468,,0.0025733070782961,,,,,,,,,,,,,,,
2023-09-06,5583.2998046875,792.9500122070312,0.1326181295161556,27.070903911267123,5556.228900776233,,0.0030262540573213,,,,,,,,,,,,,,,
2023-09-07,5615.14990234375,793.8499755859375,0.274723411834246,55.987916307308296,5559.161986036442,,0.0025794153949925,,,,,,,,,,,,,,,
2023-09-08,5583.7998046875,776.8499755859375,0.39265256242833,80.00708549945739,5503.792719188043,,0.0029626207736829,,,,,,,,,,,,,,,
2023-09-11,5613.7998046875,810.9500122070312,-0.0029629392567545,-0.6019087092108748,5614.401713396711,0.0,0.0030044278230002,,,,,,,,,,,,,,,
2023-09-12,5673.7998046875,814.2000122070312,0.2405767463505841,48.81753231695711,5624.982272370543,,0.0033009724760301,,,,,,,,,,,,,,,
2023-09-13,5738.89990234375,861.9000244140625,-0.2004585444891785,-40.53185882061007,5779.43176116436,,0.0030524897047034,,,,,,,,,,,,,,,
2023-09-14,5744.64990234375,865.4000244140625,-0.2214244861197673,-44.73384435898879,5789.383746702739,,0.0024826014817828,,,,,,,,,,,,,,,
2023-09-15,5819.5,856.5,0.2903396431665367,58.62309069576622,5760.876909304234,,0.0024686954367008,,,,,,,,,,,,,,,
2023-09-18,5728.0,851.5499877929688,-0.077740196915185,-15.686897739179583,5743.68689773918,,0.0022516079694951,,,,,,,,,,,,,,,
2023-09-20,5615.0498046875,856.5999755859375,-0.7022506829984854,-141.67467594410937,5756.724480631609,,0.0019060674089544,,,,,,,,,,,,,,,
2023-09-21,5668.5,827.7000122070312,0.0318625043134668,6.433721011313537,5662.066278988687,,0.0014581349545279,,,,,,,,,,,,,,,
2023-09-22,5517.0498046875,802.7999877929688,-0.3086692192877731,-62.356384125926525,5579.4061888134265,,0.0015030451160098,,,,,,,,,,,,,,,
2023-09-25,5438.75,785.5499877929688,-0.409876414536187,-82.75483245209489,5521.504832452095,,0.0016276913465988,,,,,,,,,,,,,,,
2023-09-26,5467.75,762.25,0.1116498159371585,22.52648513104305,5445.223514868957,,0.0037265432702041,,,,,,,,,,,,,,,
2023-09-27,5496.4501953125,776.4000244140625,0.0284926661213646,5.7368295748210585,5490.713365737679,,0.0040061454858301,,,,,,,,,,,,,,,
2023-09-28,5429.10009765625,776.9500122070312,-0.3075244299515355,-61.76755622629298,5490.867653882543,,0.0062927964897163,,,,,,,,,,,,,,,
2023-09-29,5587.0,855.5,-0.7779931281518206,-155.2786957573917,5742.278695757392,,0.0090010818951288,,,,,,,,,,,,,,,
2023-10-03,5461.7001953125,842.5999755859375,-1.1716568645904462,-233.49158580788932,5695.191781120389,,0.0089478043787269,,,,,,,,,,,,,,,
2023-10-04,5417.7998046875,807.0999755859375,-0.8012154938362259,-159.52135706843274,5577.321161755933,,0.0069506952126436,,,,,,,,,,,,,,,
2023-10-05,5407.25,793.2000122070312,-0.6178595158843972,-122.9450483473247,5530.195048347325,,0.0063093768393579,,,,,,,,,,,,,,,
2023-10-06,5424.89990234375,793.5999755859375,-0.5264180704005602,-104.702790017016,5529.602692360766,,0.0051217176895352,,,,,,,,,,,,,,,
2023-10-09,5494.85009765625,784.4000244140625,-0.0223817512533835,-4.448892622276617,5499.298990278527,,0.0051903826482604,,,,,,,,,,,,,,,
2023-10-10,5478.5498046875,785.8499755859375,-0.122969657876648,-24.40761394225501,5502.957418629755,,0.0062475136402058,,,,,,,,,,,,,,,
2023-10-11,5567.60009765625,780.7000122070312,0.408687623016323,81.0231217975288,5486.576975858721,,0.0061661187339399,,,,,,,,,,,,,,,
2023-10-12,5530.2001953125,792.2000122070312,0.0373711643120365,7.389947581733395,5522.810247730767,,0.00801368448532,,,,,,,,,,,,,,,
2023-10-13,5460.2001953125,798.3499755859375,-0.4089979889537798,-80.76609387874214,5540.966289191242,,0.0077076951299449,,,,,,,,,,,,,,,
2023-10-16,5493.10009765625,797.7999877929688,-0.2286360311107019,-45.122657148517646,5538.222754804768,,0.0068884768185997,,,,,,,,,,,,,,,
2023-10-17,5544.10009765625,801.6500244140625,-0.0308270710749535,-6.079870072767335,5550.179967729017,,0.0078232039551513,,,,,,,,,,,,,,,
2023-10-18,5677.4501953125,799.7999877929688,0.6676519412246721,131.7423555225896,5545.70783978991,,0.0081908242382381,,,,,,,,,,,,,,,
2023-10-19,5630.89990234375,793.1500244140625,0.5343855481674741,105.4904483518376,5525.409453991912,,0.0085645759405958,,,,,,,,,,,,,,,
2023-10-20,5569.2998046875,781.1500244140625,0.4145822341161359,81.84973789276137,5487.450066794739,,0.0078685615372354,,,,,,,,,,,,,,,
2023-10-23,5551.9501953125,759.9000244140625,0.6672034181095137,131.86047347104977,5420.08972184145,,0.0072134701806203,,,,,,,,,,,,,,,
2023-10-25,5513.85009765625,750.7999877929688,0.6179135205713745,122.18690162448364,5391.663196031766,,0.0076256370943489,,,,,,,,,,,,,,,
2023-10-26,5421.9501953125,749.0999755859375,0.1794238480280107,35.48345572640483,5386.466739586095,,0.0066692448205169,,,,,,,,,,,,,,,
2023-10-27,5397.2998046875,743.1500244140625,0.1513355772656923,29.93171057988729,5367.368094107613,,0.0070368125396665,,,,,,,,,,,,,,,
2023-10-30,5345.35009765625,750.1500244140625,-0.2220163718789944,-43.872773212257016,5389.222870868507,,0.0063043898321726,,,,,,,,,,,,,,,
2023-10-31,5367.5498046875,747.75,-0.0686170670462292,-13.556286550803634,5381.106091238304,,0.0063887131974146,,,,,,,,,,,,,,,
2023-11-01,5346.4501953125,746.0999755859375,-0.1457351082413787,-28.77941600381473,5375.229611316315,,0.0057029371100155,,,,,,,,,,,,,,,
2023-11-02,5338.5,750.9000244140625,-0.2610260285805841,-51.52954375710033,5390.0295437571,,0.005636332110287,,,,,,,,,,,,,,,
2023-11-03,5263.0498046875,746.5999755859375,-0.5668354507433447,-111.90860316587532,5374.958407853375,,0.0058435531929984,,,,,,,,,,,,,,,
2023-11-06,5338.10009765625,755.4500122070312,-0.3269687746165811,-64.5173200066065,5402.6174176628565,,0.0057388875294397,,,,,,,,,,,,,,,
2023-11-07,5404.35009765625,759.1500244140625,-0.0490953665020265,-9.678482152875404,5414.028579809125,,0.005507118209411,,,,,,,,,,,,,,,
2023-11-08,5453.5498046875,785.9500122070312,-0.2333513276716825,-45.930836815632574,5499.480641503133,,0.0055101386901222,,,,,,,,,,,,,,,
2023-11-09,5457.9501953125,784.0999755859375,-0.1768678777096352,-34.78566404488902,5492.735859357389,,0.005851818011926,,,,,,,,,,,,,,,
2023-11-10,5424.89990234375,777.8499755859375,-0.2381020625977332,-46.80198204749741,5471.701884391247,,0.0061275096012199,,,,,,,,,,,,,,,
2023-11-13,5419.85009765625,724.4500122070312,0.60747655641656,119.50506739225057,5300.345030263999,,0.0077910516020277,,,,,,,,,,,,,,,
2023-11-15,5419.9501953125,751.0499877929688,0.1733410279608606,34.05075929951181,5385.899436012988,,0.0080081635878134,,,,,,,,,,,,,,,
2023-11-16,5544.25,770.75,0.480380131754953,94.28840420134202,5449.961595798658,,0.0083973795009952,,,,,,,,,,,,,,,
2023-11-17,5611.5498046875,775.9500122070312,0.7319426928964532,143.6662194773162,5467.883585210184,,0.0075147315507876,,,,,,,,,,,,,,,
2023-11-20,5604.14990234375,785.2000122070312,0.5371235135348519,105.4362914645726,5498.713610879177,,0.0072045786833304,,,,,,,,,,,,,,,
2023-11-21,5646.4501953125,777.5999755859375,0.8686730007192213,170.6818713192897,5475.76832399321,,0.0078146584213014,,,,,,,,,,,,,,,
2023-11-22,5664.5498046875,776.25,0.972721287487801,191.2903391814134,5473.259465506087,,0.0079926289834294,,,,,,,,,,,,,,,
2023-11-23,5644.64990234375,775.3499755859375,0.8790275778232034,172.98972257658988,5471.66017976716,,0.0076577931409122,,,,,,,,,,,,,,,
2023-11-24,5646.14990234375,786.9000244140625,0.6907271940769631,135.9423477117616,5510.207554631988,,0.0074386217609624,,,,,,,,,,,,,,,
2023-11-28,5675.7998046875,771.0,1.093131650394989,215.4926299367025,5460.3071747507975,,0.0089483616456437,,,,,,,,,,,,,,,
2023-11-29,5715.35009765625,770.0999755859375,1.295993377967402,255.93087054889747,5459.4192271073525,,0.0099515218225423,,,,,,,,,,,,,,,
2023-11-30,5788.14990234375,779.9500122070312,1.4870981300364798,294.23855471794104,5493.911347625809,,0.0114246325921681,,,,,,,,,,,,,,,
2023-12-01,5749.39990234375,792.5999755859375,1.0719121233073856,212.2758067005443,5537.124095643206,,0.0094344177154767,,,,,,,,,,,,,,,
2023-12-04,5756.0,775.75,1.3688161462596862,271.6890623313493,5484.310937668651,,0.0110176786332746,,,,,,,,,,,,,,,
2023-12-05,5776.4501953125,779.0499877929688,1.402725639334253,278.9520133607284,5497.498181951772,,0.0109921409090478,,,,,,,,,,,,,,,
2023-12-06,5730.35009765625,806.5,0.7105665124333544,141.2823268929842,5589.067770763266,,0.0078184738963388,,,,,,,,,,,,,,,
2023-12-07,5785.10009765625,821.9000244140625,0.7235650859776733,143.8903292941659,5641.209768362084,,0.0079621846520369,,,,,,,,,,,,,,,
2023-12-08,5763.89990234375,795.9500122070312,1.034801475193002,206.12821250202612,5557.771689841724,,0.0093178602762764,,,,,,,,,,,,,,,
2023-12-11,5473.5,819.0999755859375,-0.7993225886898622,-159.20688655136018,5632.70688655136,,0.0047581809340807,,,,,,,,,,,,,,,
2023-12-12,5540.35009765625,797.3499755859375,-0.1030987988425301,-20.547407709610525,5560.8975053658605,,0.0051501255775164,,,,,,,,,,,,,,,
2023-12-13,5598.64990234375,812.3499755859375,-0.0577758189783282,-11.510780308950416,5610.1606826527,,0.0049652131077197,,,,,,,,,,,,,,,
2023-12-14,5573.35009765625,829.0499877929688,-0.4559792005163331,-90.82827962309602,5664.178377279346,,0.0048037986893339,,,,,,,,,,,,,,,
2023-12-15,5589.4501953125,824.0,-0.2888519021002759,-57.55288135927458,5647.003076671775,,0.0046195740118802,,,,,,,,,,,,,,,
2023-12-18,5591.0498046875,817.2999877929688,-0.1685703541226739,-33.59534612528569,5624.645150812786,,0.0046765181241706,,,,,,,,,,,,,,,
2023-12-19,5637.4501953125,823.5499877929688,-0.0380639547172563,-7.584003134122213,5645.034198446622,,0.0043495545354921,,,,,,,,,,,,,,,
2023-12-20,5579.14990234375,789.8499755859375,0.2239220231973038,44.648862415929216,5534.501039927821,,0.0042831520516288,,,,,,,,,,,,,,,
2023-12-21,5554.5,823.5999755859375,-0.4516759406458924,-89.98927055491276,5644.489270554913,,0.004001520838528,,,,,,,,,,,,,,,
2023-12-22,5627.7001953125,839.2999877929688,-0.3394700782365108,-67.60888456303928,5695.309079875539,,0.0036003673829261,,,,,,,,,,,,,,,
2023-12-26,5632.14990234375,843.9500122070312,-0.3889455400267499,-77.43836633158207,5709.588268675332,,0.0036251271739845,,,,,,,,,,,,,,,
2023-12-27,5714.5,846.0499877929688,-0.008888536579903,-1.7690410406385126,5716.269041040639,,0.0039717786468476,,,,,,,,,,,,,,,
2023-12-28,5858.5498046875,855.4000244140625,0.5568091777951116,110.72674887408448,5747.823055813416,,0.003772617922105,,,,,,,,,,,,,,,
2023-12-29,5797.89990234375,853.9500122070312,0.2755623358097004,54.72485597447849,5743.175046369272,,0.0042859849183801,,,,,,,,,,,,,,,
2024-01-01,5821.64990234375,855.6500244140625,0.3659360983037784,72.58153263706117,5749.068369706689,,0.0045694373754975,,,,,,,,,,,,,,,
2024-01-02,5926.7998046875,888.7999877929688,0.3443868823341553,68.19430827025371,5858.605496417246,,0.0046874031959202,,,,,,,,,,,,,,,
2024-01-03,5931.89990234375,897.9000244140625,0.2179873408543431,43.11454999259058,5888.785352351159,,0.0048690605587883,,,,,,,,,,,,,,,
2024-01-04,5842.2001953125,898.4000244140625,-0.2397340785898028,-47.39462959130742,5889.594824903807,,0.0048830870447952,,,,,,,,,,,,,,,
2024-01-05,5835.64990234375,892.7000122070312,-0.1749940366799247,-34.59373801951733,5870.243640363267,,0.0047029356319348,,,,,,,,,,,,,,,
2024-01-08,5761.35009765625,873.7000122070312,-0.2312165785554705,-45.726028123540345,5807.07612577979,,0.0046136799704137,,,,,,,,,,,,,,,
2024-01-09,5749.7998046875,886.5499877929688,-0.4973054056226114,-98.33711478369696,5848.136919471197,,0.0046930712810992,,,,,,,,,,,,,,,
2024-01-10,5787.2001953125,879.6500244140625,-0.1910889944529154,-37.79579662616016,5824.99599193866,,0.0045667753814672,,,,,,,,,,,,,,,
2024-01-11,5692.4501953125,879.9500122070312,-0.6671177220836981,-132.00188140604678,5824.452076718547,,0.0045193500768699,,,,,,,,,,,,,,,
2024-01-12,5688.85009765625,868.9500122070312,-0.4968489175821198,-98.35208751159917,5787.202185167849,,0.0044245315768713,,,,,,,,,,,,,,,
2024-01-15,5783.25,910.4500122070312,-0.6992960393408916,-138.34282510655794,5921.592825106558,,0.0051179283776618,,,,,,,,,,,,,,,
2024-01-16,5758.14990234375,889.1500244140625,-0.467485816841815,-92.5579437433671,5850.707846087117,,0.0049644828602764,,,,,,,,,,,,,,,
2024-01-17,5649.9501953125,872.2000122070312,-0.7252696045654132,-143.6758721086744,5793.626067421174,,0.0056819282892579,,,,,,,,,,,,,,,
2024-01-18,5649.9501953125,867.5499877929688,-0.6414831921351847,-127.10753395010852,5777.0577292626085,,0.0055356403047408,,,,,,,,,,,,,,,
2024-01-19,5668.2001953125,879.1500244140625,-0.7329970785734053,-145.2849605212441,5813.485155833744,,0.0051365761327949,,,,,,,,,,,,,,,
2024-01-23,5674.39990234375,858.1500244140625,-0.3523291776345899,-69.87884162865976,5744.27874397241,,0.004019805491618,,,,,,,,,,,,,,,
2024-01-24,5902.10009765625,890.2000122070312,0.2655046827849538,52.60651697441426,5849.493580681836,,0.0042610232769093,,,,,,,,,,,,,,,
2024-01-25,5855.5,891.0999755859375,0.0149203224681883,2.9551507395126464,5852.544849260487,,0.0041674118791221,,,,,,,,,,,,,,,
2024-01-29,5843.7001953125,899.8499755859375,-0.1876271381042511,-37.10131349202038,5880.80150880452,,0.0055274846057847,,,,,,,,,,,,,,,
2024-01-30,5840.9501953125,895.75,-0.1338644212486646,-26.406129673058786,5867.356324985559,,0.005033114678664,,,,,,,,,,,,,,,
2024-01-31,6121.14990234375,910.2000122070312,1.0362509894726557,204.2935380553781,5916.856364288372,,0.0019715463083286,,,,,,,,,,,,,,,
2024-02-01,5993.14990234375,890.5,0.7055874189460684,139.02161246910237,5854.128289874648,,0.00487210861343,,,,,,,,,,,,,,,
2024-02-02,6039.5,885.7000122070312,1.0093638515909495,198.9580974583896,5840.54190254161,,0.0055179143294871,,,,,,,,,,,,,,,
2024-02-05,6094.4501953125,884.5999755859375,1.2921964259083591,254.91900445918785,5839.531190853312,,0.0055213954909242,,,,,,,,,,,,,,,
2024-02-06,6166.60009765625,884.7999877929688,1.6355452019879262,323.2177717450868,5843.382325911163,,0.007145450503087,,,,,,,,,,,,,,,
2024-02-07,6179.75,877.25,1.8065308603504997,357.7487248097541,5822.001275190246,,0.0076921727443468,,,,,,,,,,,,,,,
2024-02-08,6160.0498046875,858.5499877929688,1.9938807508138332,396.1725461578735,5763.8772585296265,,0.0027564564302652,,,,,,,,,,,,,,,
2024-02-09,6155.85009765625,843.0999755859375,2.2023087941944,439.36289557689,5716.48720207936,1.0,0.0034832080908009,,,,,,,,,,,,,,,
2024-02-12,6333.5,831.4000244140625,3.2307057361802927,650.852454773496,5682.647545226504,,0.0100986672401817,,,,,,,,,,,,,,,
2024-02-13,6335.35009765625,832.2000122070312,3.1742540677458715,645.3286597051874,5690.021437951063,,0.0109257313359419,,,,,,,,,,,,,,,
2024-02-14,6258.35009765625,797.2000122070312,3.315430396876518,680.5059018198417,5577.844195836408,,0.013168084839165,,,,,,,,,,,,,,,
2024-02-15,6252.64990234375,810.25,3.032472447650421,627.1783119625852,5625.471590381165,,0.0077340106399284,,,,,,,,,,,,,,,
2024-02-16,6317.14990234375,872.25,2.3145670794921207,480.20617924787257,5836.943723095877,,0.0030601039967312,,,,,,,,,,,,,,,
2024-02-19,6417.14990234375,862.5499877929688,2.906620103272961,607.7974402418658,5809.352462101884,,0.0060431579025036,,,,,,,,,,,,,,,
2024-02-20,6376.0,894.1500244140625,2.1737952397418585,456.1818042941159,5919.818195705884,,0.0016194411197698,,,,,,,,,,,,,,,
2024-02-21,6349.14990234375,900.5999755859375,1.9182484218693188,403.84052624928063,5945.309376094469,,0.0006155354627725,,,,,,,,,,,,,,,
2024-02-22,6363.9501953125,912.4500122070312,1.777310328974907,375.03419928070434,5988.915996031796,,0.0001983088256577,,,,,,,,,,,,,,,
